otu_id	reference_ID	phylum	class	order	family	genus	species	score	cutoff	abundance	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
OTU_816	OTU_800	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0119	Botryosphaeriales_pseudo_genus_0269	Botryosphaeriales_pseudo_species_0816	0.94118	0.867	179	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1675	OTU_1674	Ascomycota	Eurotiomycetes	Eurotiomycetes_pseudo_order_0074	Eurotiomycetes_pseudo_family_0233	Eurotiomycetes_pseudo_genus_0546	Eurotiomycetes_pseudo_species_1675	0.89062	0.843	179	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3507	OTU_3502	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterulaceae_pseudo_genus_1028	Pterulaceae_pseudo_species_3507	0.95312	0.922	179	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3396	JX486129	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta_aristolochiicola	0.99333	0.975	179	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	soft_rot	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_4075	KJ767057	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_pseudo_species_4075	0.98148	0.7	178	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1490	OTU_1482	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1490	0.9661	0.964	178	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4104	UDB05437004	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_pseudo_species_4104	0.9931	0.971	178	plant_pathogen	litter_saprotroph	""	wood_pathogen	wood,leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1217	OR400650	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_velox	1	0.986	178	litter_saprotroph	plant_pathogen	foliar_endophyte	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed,soil,dung,animal_material	""	partly_aquatic	animal_parasite	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3788	UDB0607646	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacinaceae_pseudo_genus_1101	Sebacinaceae_pseudo_species_3788	0.9408	0.922	177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1586	UDB05178098	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae_pseudo_genus_0486	Didymellaceae_pseudo_species_1586	1	0.935	177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_713	OTU_709	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0196	Botryosphaeriaceae_pseudo_species_0713	0.94	0.936	177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2633	OTU_2627	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_pseudo_species_2633	0.96429	0.964	177	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_2341	UDB03140209	Ascomycota	Sordariomycetes	Glomerellales	Glomerellales_pseudo_family_0256	Glomerellales_pseudo_genus_0594	Glomerellales_pseudo_species_2341	1	0.922	177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3628	OTU_3626	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_pseudo_species_3628	0.96429	0.847	176	algal_parasite	litter_saprotroph	""	algal_parasite	leaf/fruit/seed,algal_material,fungal_material,protist_material	keratinolytic	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_1725	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1725	0.96667	0.742	176	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2625	OTU_2623	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_pseudo_species_2625	0.96429	0.964	176	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3697	OP651097	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3697	0.97222	0.944	176	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_1742	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1742	0.95714	0.742	175	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1835	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1835	0.92647	0.742	174	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_4109	OTU_4116	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_pseudo_species_4109	0.98406	0.971	174	plant_pathogen	litter_saprotroph	""	wood_pathogen	wood,leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3311	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_pseudo_genus_0911	Phaeosphaeriaceae_pseudo_species_3311	0.96296	0.935	174	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1177	KJ869121	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Circinotrichum	Circinotrichum_pseudo_species_1177	0.98171	0.948	174	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4085	MF662345	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_purpureogenus	0.98639	0.985	174	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_635	KC751417	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Basidioascus	Basidioascus_pseudo_species_0635	0.95062	0.948	173	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_1103	KX372277	Ascomycota	Dothideomycetes	Mycosphaerellales	Phaeothecoidiellaceae	Chaetothyrina	Chaetothyrina_pseudo_species_1103	0.97101	0.971	173	epiphyte	litter_saprotroph	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4234	DQ388839	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_species_4234	0.98182	0.949	173	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	medium-distance_smooth	/tomentella-thelephora	""	
OTU_3821	DQ983814	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita_pseudo_species_3821	0.96257	0.949	172	root_endophyte	soil_saprotroph	root_endophyte	""	soil	""	non-aquatic	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_3838	LC683204	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_pseudo_genus_1116	Serendipitaceae_pseudo_species_3838	0.96403	0.922	171	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_418	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0418	0.96296	0.7	171	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1822	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1822	0.8620416	0.742	171	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_427	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0427	0.94444	0.7	170	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_2907	MZ224278	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_pseudo_species_2907	0.97826	0.949	170	litter_saprotroph	root-associated	root-associated	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_4034	OTU_4036	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Staninwardia	Staninwardia_pseudo_species_4034	0.98305	0.971	170	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2364	UDB03146735	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_2364	0.95775	0.895	169	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_168	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0168	0.94643	0.724	169	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_1439	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0445	Diaporthaceae_pseudo_species_1439	0.96364	0.904	169	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1670	KJ707156	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium_elongatum	0.98507	0.961	169	mycoparasite	fungal_decomposer	no_endophytic_capacity	""	fungal_material	""	partly_aquatic	""	""	yeast	none	none	""	""	""	
OTU_1501	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1501	0.98148	0.964	169	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_788	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0104	Botryosphaeriales_pseudo_genus_0252	Botryosphaeriales_pseudo_species_0788	0.92647	0.867	169	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_201	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0201	0.90741	0.724	168	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_1731	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1731	0.91176	0.742	168	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_388	FJ013071	Ascomycota	Ascomycota_pseudo_class_0013	Ascomycota_pseudo_order_0031	Ascomycota_pseudo_family_0081	Ascomycota_pseudo_genus_0125	Ascomycota_pseudo_species_0388	0.7010538	0.523	168	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3695	UDB05551237	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3695	0.97854	0.944	168	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_149	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0149	0.9434	0.724	167	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_2999	MT558585	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Neophaeomoniella	Neophaeomoniella_pseudo_species_2999	0.98039	0.945	166	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_2240	MH862699	Ascomycota	Sordariomycetes	Amphisphaeriales	Amphisphaeriaceae	Funiliomyces	Funiliomyces_pseudo_species_2240	0.97436	0.962	166	plant_pathogen	litter_saprotroph	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	Bromeliaceae	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4295	MW045987	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliales_pseudo_family_0582	Trypetheliales_pseudo_genus_1322	Trypetheliales_pseudo_species_4295	0.90244	0.867	166	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3283	MW251928	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_mangiferae	1	0.988	166	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2529	MN339161	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia_pseudo_species_2529	0.96053	0.7	165	wood_saprotroph	animal_parasite	""	""	wood,leaf/fruit/seed,soil,animal_material	""	non-aquatic	nematophagous	""	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	""	""	""	
OTU_2748	UDB03082815	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	Lindtneria_pseudo_species_2748	1	0.949	165	wood_saprotroph	""	""	""	wood	white_rot	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_1498	OTU_1482	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1498	0.9661	0.964	165	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3694	MK248683	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3694	0.95082	0.944	165	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_2749	UDB03088195	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	Lindtneria_pseudo_species_2749	0.95215	0.949	164	wood_saprotroph	""	""	""	wood	white_rot	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_73	AY729938	Ascomycota	Leotiomycetes	Leotiales	Leotiales_fam_Incertae_sedis	Alatospora	Alatospora_pseudo_species_0073	0.94915	0.931	164	litter_saprotroph	""	""	""	leaf/fruit/seed	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_170	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0170	0.90385	0.724	163	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3209	UDB0763342	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_pseudo_species_3209	0.97861	0.7	163	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	soil	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1828	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1828	0.96226	0.742	163	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2343	OTU_1613	Glomeromycota	Glomeromycetes	Glomeromycetes_pseudo_order_0088	Glomeromycetes_pseudo_family_0257	Glomeromycetes_pseudo_genus_0596	Glomeromycetes_pseudo_species_2343	0.88	0.642	162	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3867	LT719147	Ascomycota	Sordariomycetes	Sordariomycetes_pseudo_order_0177	Sordariomycetes_pseudo_family_0496	Sordariomycetes_pseudo_genus_1135	Sordariomycetes_pseudo_species_3867	0.88235	0.843	162	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3877	LT719147	Ascomycota	Sordariomycetes	Sordariomycetes_pseudo_order_0185	Sordariomycetes_pseudo_family_0504	Sordariomycetes_pseudo_genus_1143	Sordariomycetes_pseudo_species_3877	0.88235	0.843	162	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4049	KM527121	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_pseudo_species_4049	0.98515	0.965	162	epiphyte	litter_saprotroph	no_endophytic_capacity	""	leaf/fruit/seed	""	partly_aquatic	""	""	yeast	none	none	""	""	""	
OTU_2640	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_pseudo_species_2640	0.97015	0.964	162	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_1795	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1795	0.88889	0.742	161	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1106	OTU_1166	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora_pseudo_species_1106	0.98	0.821	161	litter_saprotroph	plant_pathogen	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	mold	non-aquatic	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_3692	MK248683	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3692	0.96721	0.944	161	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_16	JX421744	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Aequabiliella	Aequabiliella_pseudo_species_0016	0.97222	0.945	161	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3533	MT217117	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	Pyrenochaetopsis_tabarestanensis	1	0.992	160	foliar_endophyte	litter_saprotroph	foliar_endophyte	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3269	MH862300	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pseudo_species_3269	0.96296	0.944	160	wood_saprotroph	plant_pathogen	""	wood_pathogen	wood	white_rot	partly_aquatic	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_3067	MN816818	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_jesu-laurae	0.98868	0.988	160	wood_saprotroph	animal_parasite	""	""	wood,leaf/fruit/seed,soil,fungal_material	""	partly_aquatic	nematophagous	""	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	""	""	""	
OTU_2742	KJ190940	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina_trifolii	1	0.993	159	wood_saprotroph	""	""	""	wood	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_2916	KF901687	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_pseudo_species_2916	0.98193	0.971	159	plant_pathogen	litter_saprotroph	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1243	UDB0768281	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina_pseudo_species_1243	0.91724	0.88	158	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	clavarioid	smooth	contact	/clavulina	""	
OTU_862	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0862	0.98113	0.949	158	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_671	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0177	Botryosphaeriaceae_pseudo_species_0671	0.95082	0.936	157	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4186	UDB0780187	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephoraceae_pseudo_genus_1287	Thelephoraceae_pseudo_species_4186	0.93122	0.922	157	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1226	UDB03177794	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavariaceae_pseudo_genus_0354	Clavariaceae_pseudo_species_1226	0.93939	0.922	157	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1117	AB536742	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora_pseudo_species_1117	0.84615	0.821	156	litter_saprotroph	plant_pathogen	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	mold	non-aquatic	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_1506	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1506	0.96491	0.964	156	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
