otu_id	reference_ID	phylum	class	order	family	genus	species	score	cutoff	abundance	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
OTU_707	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0193	Botryosphaeriaceae_pseudo_species_0707	0.9403	0.936	52	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_944	OTU_896	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0944	0.96721	0.949	52	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_934	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0934	0.98438	0.949	52	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_177	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0177	0.9434	0.724	52	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_4145	MN749305	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_pseudo_genus_1266	Teratosphaeriaceae_pseudo_species_4145	0.95604	0.936	52	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3701	UDB0756280	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3701	0.94969	0.944	52	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_4308	UDB06898342	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Tympanidaceae_pseudo_genus_1331	Tympanidaceae_pseudo_species_4308	0.96212	0.925	52	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2799	OL473598	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	Marasmiellus_candidus	1	0.988	52	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_2969	OTU_2969	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_pseudo_species_2969	0.97059	0.964	52	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_480	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0480	0.92453	0.7	51	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1691	UDB0647482	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Evernia	Evernia_pseudo_species_1691	0.98148	0.972	51	lichenized	""	""	""	""	""	non-aquatic	""	""	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	""	""	chlorococcoid	
OTU_3522	MN017029	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Pygmaeomycetaceae	Pygmaeomyces	Pygmaeomyces_pseudo_species_3522	0.95181	0.821	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2853	MT765580	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia_pseudo_species_2853	0.92727	0.895	51	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	""	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_459	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0459	0.96296	0.7	51	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1858	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1858	0.91176	0.742	51	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1859	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1859	0.89091	0.742	51	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1952	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1952	0.94545	0.742	51	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2242	EF110613	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Furcaspora	Furcaspora_pseudo_species_2242	0.94231	0.926	51	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2325	UDB03118785	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_genus_0589	Glomeraceae_pseudo_species_2325	0.9596	0.874	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_381	MH425629	Ascomycota	Ascomycota_pseudo_class_0011	Ascomycota_pseudo_order_0029	Ascomycota_pseudo_family_0079	Ascomycota_pseudo_genus_0122	Ascomycota_pseudo_species_0381	0.681577	0.523	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_913	OTU_868	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0913	0.98246	0.949	51	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_1024	GQ438829	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae_pseudo_genus_0291	Bulleribasidiaceae_pseudo_species_1024	0.92771	0.922	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1022	KY101792	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_penniseticola	0.9797	0.969	51	unspecified_saprotroph	epiphyte	foliar_endophyte	""	""	""	partly_aquatic	""	""	yeast	""	""	""	""	""	
OTU_3382	MH063245	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_verrucosa	1	0.974	51	litter_saprotroph	plant_pathogen	foliar_endophyte	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed,soil,dung,animal_material	""	partly_aquatic	animal_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1029	EF056322	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_nivariensis	1	0.972	51	nectar/tap_saprotroph	""	""	""	sugar-rich_substrates	""	partly_aquatic	animal-associated/opportunistic_human_parasite	""	yeast	none	none	""	""	""	
OTU_2230	JF267657	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_multimorphosa	1	0.987	50	soil_saprotroph	litter_saprotroph	""	""	leaf/fruit/seed,soil	""	partly_freshwater_(partly_non-aquatic)	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2368	OTU_2365	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_2368	0.98148	0.895	50	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_3864	OTU_3891	Ascomycota	Sordariomycetes	Sordariomycetes_pseudo_order_0175	Sordariomycetes_pseudo_family_0494	Sordariomycetes_pseudo_genus_1133	Sordariomycetes_pseudo_species_3864	0.91358	0.843	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3325	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_pseudo_genus_0922	Phaeosphaeriaceae_pseudo_species_3325	0.9434	0.935	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3927	JN943808	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_plurigibbosus	1	0.978	50	pollen_saprotroph	""	""	""	pollen	""	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_1473	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0476	Diaporthaceae_pseudo_species_1473	0.92537	0.904	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1620	KX887234	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	Elsinoe_jasminicola	1	0.994	50	plant_pathogen	litter_saprotroph	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_2804	JX424042	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius_pseudo_species_2804	0.98214	0.949	50	litter_saprotroph	plant_pathogen	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_2465	MW354968	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_pseudo_species_2465	0.95455	0.949	50	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/hebeloma-alnicola	""	
OTU_3558	UDB06353891	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Rhexothecium	Rhexothecium_pseudo_species_3558	0.95413	0.889	50	soil_saprotroph	""	no_endophytic_capacity	""	soil	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1364	KF928475	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_pseudo_species_1364	0.98936	0.825	50	litter_saprotroph	animal_parasite	""	""	leaf/fruit/seed,animal_material	""	non-aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	none	none	""	""	""	
OTU_3221	UDB0763326	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_pseudo_species_3221	0.98039	0.7	50	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	soil	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_4271	MF776569	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_pseudo_species_4271	0.96078	0.944	50	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot	""	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1862	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1862	0.90196	0.742	50	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2007	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_2007	0.96842	0.742	50	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1861	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1861	0.875	0.742	50	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1981	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1981	0.96296	0.742	50	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_3578	KY555056	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_pseudo_species_3578	0.89764	0.895	50	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	""	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_1444	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0449	Diaporthaceae_pseudo_species_1444	0.92593	0.904	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2922	MF951406	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerellaceae_pseudo_genus_0789	Mycosphaerellaceae_pseudo_species_2922	0.94828	0.936	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_171	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0171	0.92157	0.724	50	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_2721	UDB0647482	Ascomycota	Lecanoromycetes	Lecanoromycetes_pseudo_order_0097	Lecanoromycetes_pseudo_family_0303	Lecanoromycetes_pseudo_genus_0679	Lecanoromycetes_pseudo_species_2721	0.86275	0.843	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1373	UDB05018337	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidiaceae_pseudo_genus_0410	Cystobasidiaceae_pseudo_species_1373	0.9604	0.922	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4143	UDB05442501	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_pseudo_genus_1265	Teratosphaeriaceae_pseudo_species_4143	0.95699	0.936	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1105	MN161878	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum_levantinum	1	0.983	50	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3748	KF156023	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_cordanae	1	0.967	50	animal_parasite	plant_pathogen	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4371	MW425858	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria_sicula	1	0.986	50	wood_saprotroph	litter_saprotroph	foliar_endophyte	""	wood,leaf/fruit/seed	""	non-aquatic	""	angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3276	OP955969	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_byssoides	1	0.988	50	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	soft_rot	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_745	OTU_710	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0223	Botryosphaeriaceae_pseudo_species_0745	0.94545	0.936	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2466	MW354968	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_pseudo_species_2466	0.98462	0.949	49	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/hebeloma-alnicola	""	
OTU_3305	HQ895840	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Phaeosaccardinula	Phaeosaccardinula_pseudo_species_3305	0.97333	0.825	49	sooty_mold	litter_saprotroph	""	""	leaf/fruit/seed,sugar-rich_substrates	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_469	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0469	0.98148	0.7	49	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_2266	UDB02483911	Ascomycota	Orbiliomycetes	GS33	GS33_pseudo_family_0244	GS33_pseudo_genus_0574	GS33_pseudo_species_2266	0.96023	0.926	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1635	OTU_1633	Mucoromycota	Endogonomycetes	Endogonales	Endogonales_pseudo_family_0211	Endogonales_pseudo_genus_0516	Endogonales_pseudo_species_1635	0.98276	0.906	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1521	OTU_1491	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1521	0.97015	0.964	49	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1510	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1510	0.96875	0.964	49	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3789	UDB0607646	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacinaceae_pseudo_genus_1101	Sebacinaceae_pseudo_species_3789	0.9408	0.922	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3177	OTU_3176	Ascomycota	Lecanoromycetes	Peltigerales	Peltigerales_pseudo_family_0389	Peltigerales_pseudo_genus_0884	Peltigerales_pseudo_species_3177	0.93902	0.928	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1356	MH864666	Ascomycota	Dothideomycetes	Venturiales	Cylindrosympodiaceae	Cylindrosympodiaceae_pseudo_genus_0403	Cylindrosympodiaceae_pseudo_species_1356	0.95385	0.936	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3561	MG547911	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_fragariae	0.98611	0.961	49	plant_pathogen	litter_saprotroph	""	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil	""	""	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_647	MW251889	Ascomycota	Sordariomycetes	Amphisphaeriales	Beltraniaceae	Beltrania	Beltrania_rhombica	1	0.988	49	litter_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_1333	KM230399	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_akaii	1	0.983	48	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed,roots,algal_material	""	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_22	UDB0910881	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_pseudo_family_0008	Agaricales_pseudo_genus_0014	Agaricales_pseudo_species_0022	0.94521	0.876	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_914	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0914	0.9697	0.949	48	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_1435	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0441	Diaporthaceae_pseudo_species_1435	0.96296	0.904	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_184	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0184	0.88889	0.724	48	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_2976	KT247454	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_pseudo_species_2976	0.98246	0.964	48	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3043	MH327807	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Nullicamyces	Nullicamyces_pseudo_species_3043	0.96078	0.825	48	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_1869	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1869	0.94444	0.742	48	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1960	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1960	0.94118	0.742	48	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2037	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_2037	0.96364	0.742	48	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_4263	UDB06406603	Basidiomycota	Agaricomycetes	Tremellodendropsidales	Tremellodendropsidales_pseudo_family_0575	Tremellodendropsidales_pseudo_genus_1312	Tremellodendropsidales_pseudo_species_4263	0.98592	0.876	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3968	KY680542	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae_pseudo_genus_1187	Sporidiobolaceae_pseudo_species_3968	0.94643	0.922	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4237	UDB05844144	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_species_4237	0.96373	0.949	48	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	medium-distance_smooth	/tomentella-thelephora	""	
OTU_349	EU917131	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetes_pseudo_order_0018	Archaeorhizomycetes_pseudo_family_0067	Archaeorhizomycetes_pseudo_genus_0102	Archaeorhizomycetes_pseudo_species_0349	0.8913	0.843	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4299	GQ856146	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufiaceae_pseudo_genus_1324	Tubeufiaceae_pseudo_species_4299	0.96154	0.936	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2447	OTU_2445	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Hawksworthiomyces	Hawksworthiomyces_pseudo_species_2447	0.96958	0.965	48	soil_saprotroph	arthropod-associated	""	""	soil	""	non-aquatic	arthropod-associated	""	filamentous_mycelium	none	none	""	""	""	
OTU_591	OW987556	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudoviridinutans	1	0.988	48	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_3280	MW442967	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_thysanolaenae	1	0.988	47	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	soft_rot	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3516	MN017033	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Pygmaeomycetaceae	Pygmaeomyces	Pygmaeomyces_pseudo_species_3516	0.88095	0.821	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1871	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1871	0.90909	0.742	47	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_3063	OTU_105	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygenaceae_pseudo_genus_0855	Onygenaceae_pseudo_species_3063	0.91463	0.91	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_317	LT719147	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiosporaceae_pseudo_genus_0079	Apiosporaceae_pseudo_species_0317	0.94203	0.933	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2326	UDB03118785	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_genus_0589	Glomeraceae_pseudo_species_2326	0.96923	0.874	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
