otu_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_249	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_250	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	""
OTU_251	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	""	""
OTU_252	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_253	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	""	""	""
OTU_254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	""
OTU_255	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_256	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	""
OTU_257	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_258	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	""	""	""
OTU_259	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_260	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	""	""
OTU_261	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	phaseoli
OTU_262	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	""
OTU_263	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	""
OTU_264	Bacteria	Chloroflexi	AD3	""	""	""	""
OTU_265	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_266	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	""	""
OTU_267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	""
OTU_268	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	""	""
OTU_269	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	miyagiensis
OTU_271	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_272	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	""
OTU_273	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_274	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	""
OTU_275	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_276	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	""
OTU_277	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	""
OTU_279	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	""
OTU_280	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_281	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_282	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_283	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	""
OTU_284	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_285	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	""
OTU_287	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_288	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_289	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_290	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	""	""	""
OTU_291	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_292	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_293	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_294	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_295	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_296	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	""	""
OTU_297	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_298	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_300	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	""
OTU_301	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	""
OTU_302	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	""	""
OTU_303	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_304	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	""	""
OTU_305	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	""	""
OTU_306	Bacteria	Acidobacteriota	Subgroup 5	""	""	""	""
OTU_307	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_308	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	rifietoensis
OTU_309	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_310	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	""
OTU_311	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_312	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	""
OTU_313	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	""
OTU_314	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_315	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_316	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	""
OTU_317	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_318	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	""
OTU_319	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	""
OTU_320	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_321	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""
OTU_322	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_323	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_324	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_325	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_326	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_327	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_328	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_329	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	polyaromaticivorans
OTU_330	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_331	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	""	""
OTU_332	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aetokthonos AEL04	hydrillicola
OTU_333	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	""
OTU_334	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_335	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_336	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	""
OTU_337	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_338	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_339	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	""
OTU_340	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_341	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_342	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_343	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	""	""	""
OTU_344	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_345	Bacteria	WPS-2	""	""	""	""	""
OTU_346	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	""	""	""
OTU_347	Bacteria	WPS-2	""	""	""	""	""
OTU_348	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	""
OTU_349	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_350	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_351	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_352	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_353	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_354	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	""
OTU_355	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_356	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_357	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_358	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_359	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_360	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_361	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_362	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	morindae
OTU_363	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_364	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_365	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	albida
OTU_366	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	""
OTU_367	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_368	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	testaceum
OTU_369	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	""
OTU_370	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_371	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	""	""
OTU_372	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	yunnanensis
OTU_373	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_374	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_375	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	""
OTU_376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_378	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_379	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	""
OTU_380	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_381	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_382	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_383	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylosinus	""
OTU_384	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_385	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_386	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_387	Bacteria	Proteobacteria	Alphaproteobacteria	""	""	""	""
OTU_388	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium	gephyra
OTU_389	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	currus
OTU_390	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	""
OTU_391	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	""
OTU_392	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_393	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_394	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	""
OTU_396	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terracidiphilus	""
OTU_397	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_398	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	""
OTU_399	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	granulorum
OTU_400	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	""
OTU_401	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_402	Bacteria	Acidobacteriota	Subgroup 5	""	""	""	""
OTU_403	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	""
OTU_404	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	""	""	""
OTU_405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	""
OTU_406	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_407	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	""
OTU_408	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_409	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	""	""
OTU_410	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_411	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_412	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_413	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_414	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_415	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_416	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_417	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	""
OTU_418	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	""
OTU_419	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	""
OTU_420	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_421	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	xyli
OTU_422	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	""
OTU_423	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_424	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_425	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	""
OTU_426	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	""
OTU_428	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_429	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	""
OTU_430	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_431	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_432	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	echinoides
OTU_433	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thermoamylovorans
OTU_434	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_435	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	galegae
OTU_437	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	""
OTU_438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	""
OTU_439	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_440	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa	""
OTU_441	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	""
OTU_442	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	""
OTU_443	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	""
OTU_444	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_445	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	""	""
OTU_446	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	""
OTU_447	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_448	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_449	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	""	""	""
OTU_450	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	""	""
OTU_451	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_452	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_453	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_454	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_455	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	""
OTU_456	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	""
OTU_458	Bacteria	RCP2-54	""	""	""	""	""
OTU_459	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_460	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	""
OTU_461	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	""	""	""
OTU_462	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	""
OTU_463	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	""
OTU_464	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_465	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_466	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_467	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_468	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	""
OTU_469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_470	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_471	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_472	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	""
OTU_473	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	xenovorans
OTU_474	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_475	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_476	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus	""
OTU_477	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_478	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_479	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_480	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	""
OTU_481	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	""	""	""
OTU_482	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_483	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	azotifigens
OTU_484	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_485	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Oxalophagus	oxalicus
OTU_486	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_487	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_488	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	""
